,review_title,review_text,class
1416,nice,not think mong best ones definitely think lso not mong worst ones gonn give thorough since personlly liked lot lthough mybe objectively lot flws ide ppeling since nothing new unique done tht kind scenrio took old subject mde something interesting lot cliches womn like presence strong femle chrcters personl opinion went line mkes movie bit feminist professor cute geek uncomfortble tht criminl world wht mkes seem like humn thn vetern lthough bove verge intelligent rest chrcters likeble every would though professor chose people job since not prticulrly smrt would neither competent nor cpble pulling probbly wnted seem like neighborhood guys gls understnd tht gree not hve mde unstble becuse tokio totlly unstble crzy rio imture spoiled brth denver good pretty stupid moscow lso good wek tht kind job still love rest less importnt cpble ones berlin nirobi severe set flws not hve seson best pln perfect mybe perfect miss inspector not suitble job got plyed big time police stupid let not see coming excuse tht seson well seson interesting good lines remembered ded chrcters well generlly would mybe th seson breks ruins whole thing hve robbers not knowing wht bck robbing wow wht surpise hve good reson gret got police getting little tougher alici spicing things wht dying generlly seson strts well ending copy pste ncestors sdly not tht though ending leves thinking bout th one nice hoping tht producers gonn surprise time not get hopes since whole show trgiclly predictble objective opinion subjective one tht relly like show like ction like crcters not fit tremendous pln humns mde flsh blood gonn give brek not get bored like romnce like tht professor breking rules like tht lot like rebellious ide behind th seson witing let hope tht crew mke obvious mistkes pst,1
1417,not know people hate,ctully one best ction series mzing like feel tht gret relly enjoyed,2
1418,superb marvellous,strted wtching money heist guess round finished wtched consecutively episodes sleepy ttrction seson not llow sleep compel keep wkening wtching highly recommend wtch,2
1419,concept great not delivered,first seeing movie like somewhere else thn americn city relly cool dring concept heists awesome lwys loved see professionl criminls pull brillint heist smrt cops resources agin concept heists wesome mstermind professor stupid ignornt hire professionl smrt criminls pull hired keystone cops insted tht people first sesons point gun ech screm twice police snipers shots tke non lethl shots wht slp fce ctul spnish police snipers must feel high hopes disppointed get clue let see true brillint likble criminls tht ctul sses not bunch emotionl unstble wimps,0
1420,dumb,overrted prt scenes professor relly think thieves tht dumb,0
1421,berlin,first first chpter wesome proffesor thrown curves second chpter good also third chpter wsnt boring different originl tmosphere cnt nything bout fourth chpter wtched flshbcks know missed berlin used trump showed berlin berlin berlin couldnt finish lst chpter relly bored becuse flshbcks rte newest session regress,0
1422,worth see,not know people thoughtlessly giving rting hve relly like series think mny people enjoy wtching,1
1423,many haters,mny people complining tht unrelistic show bout robbing bnk spin well prt nywy relistic would not people rel life people criminls everyone expects rtionl logicl come show cretively thought gret chrcter development not typicl chrcter development different sometimes unexpected refreshing ech chrcter plys different role mke blend together nicely prt four foreseeble incident tht relly not wnt hppen nrobi certinly one strongest leds imo definitely worth wtch,2
1424,best best best best,show mtch level intelligence suspense worth spending time wtching show,2
1425,emotionally strong suspenseful full scientific technicalities,not find series tht engges tht much wtching beutifully mde comes minutest detils chrcters mzing beutifully portryed must wtch wnn tese mind rther thn wtching something stright forwrd,2
1426,solid,first dont get show getting much hte relly enjoyed yes seson bit boring thn previous good chrcters well mde ctors relly good job especilly alvro fell love chrcter emotions felt everytime someone died could feel god live bell cio cnt stop listening bsolutely loved show globl phenomenon lso dont understnd people rted show probbly stnd fct tht show actully good,2
1427,excellent series,story written screeply wesome ctors given best perfomnce screen like berlin chrcter,2
1428,liked,not compre rel life money heist coz excellent work fiction imgintion enjoy series support,2
1429,good show,long time since seen show genre good end,2
1430,unique series even better plot twists,could not stop wtching series first bout intrigued strt music wesome song bell cio iconic fits heist series nicely truly iconic series gret cst,2
1431,good,gret show english version voice key thn tht show good get engged,2
1432,best terms suspense action,keeps witing whtever hppening next addicting,2
